,index_x,Final_Tags
25,"Hinan qhawarispayqa, chawpi hanaq pachanta huk ángel phalashaqta uyarirqani. Ancha kunkayoqtapunitaqmi kay hinata nirqan: ‘¡Kinsa angelkunaraqmi kornetankuta tokamunankupaqña kashanku! Chayrayku, ¡ay, ay, ay, hallp'a pachantinpi tiyaqkunamanta, imaynaraqmi kanqaku!’ nispan.Copyrighted Material",REV-7-13
1,Phisqa kaq angelñataqmi kornetanta tokamurqan. Hinan huk ch'aska hanaq pachamanta hallp'a pachaman urmaykamusqataña rikurqani. Paymantaqmi chinkay-chinkay ukhu pachaq llaben qosqa karqan.,REV-8-1
3,"Hinan chay chinkay-chinkay ukhu pachata kicharirqan. Hatun hornoq q'oshñin hinataqmi, chay ukhu pachamanta q'oshñi lloqsimusharqan. Hinan chay ukhu pachaq q'oshñinwan intipas, wayrapas tutayachisqa kasharqanku.",REV-8-2
5,"Chay q'oshñimantataqmi hallp'a pachantinman langostakuna lloqsimurqanku. Hinan chay langostakunaman, hallp'a pachantinpi alakrán kurukunaq atiynin hinaraq atiy qosqa karqan.",REV-8-3
7,"Hinan amapuni hallp'a pachantinpi qorakunatapas, nitaq q'omer kaqkunatapas, nillataq mayqen mallkikunatapas k'irinankupaq kamachisqa karqanku. Aswanpas Diospa sellonwan mat'inkupi mana sellosqa kaq runakunallata k'irinankupaq kamachisqa karqanku.",REV-8-4
9,"Hinallataq amapuni chay runakunata wañuchinankupaq, aswanpas phisqa killantin ñak'arichinankupaq kamachisqa karqanku. Chay ñak'arichiyninkuqa, imaynan runata alakrán kuru ñak'arichin, chay hinan karqan.",REV-8-5
11,"Chay p'unchaykunapitaqmi, runakunaqa wañuyta maskhanqaku. Ichaqa manataqmi wañuytaqa tarinqakuchu. Wañuytaqa maytapunin munanqaku, wañuytaqmi ichaqa, paykunamanta ayqekunqa.",REV-8-6
13,"Chay langostakunaq rikch'aynintaqmi, awqa tinkuypaq wakichisqa kaballokuna hina karqanku. Umankupitaq, qoriman rikch'akuq koronakuna kasharqan. Uyankutaqmi, runakunaq uyankuman rikch'akuq karqan.",REV-8-7
15,Chukchankutaqmi warmikunaq chukchan hina karqan. Kirunkutaqmi leonkunaq kirunkuna hina karqan.,REV-8-8
17,"Korasankupas, fierromanta korasa hinan karqan. Raphrankuq sap'aqeynintaqmi, askha kaballokunaq chutasqan awqa tinkuyman phawaq karretakunaq raqhaqaqaynin hina karqan.",REV-8-9
19,"Chupankutaqmi, alakrán kurukunaq chupan hina karqan. Chay chupanpitaqmi yawripas karqan. Hinallataq chay chupanpin, runakunata phisqa killantin k'irinanpaq atiy qosqa karqan.",REV-8-10
21,"Paykunaq kamachikuqninkutaqmi, chinkay-chinkay ukhu pacha ángel karqan. Paypa sutinmi hebreo rimaypi Abadón karqan. Griego rimaypitaqmi Apolión sutinqa karqan.",REV-8-11
23,"Ñawpaq kaq ay pasaruqtinqa, qhawariy, chay qhepamanqa iskay aykunaraqmi hamushanku.",REV-8-12
25,"Soqta kaq angelñataqmi kornetanta tokamurqan. Hinan Diospa ñawpaqenpi kashaq qorimanta altarpa tawantin waqrakuna chawpimanta, huk kunkata uyarirqani.",REV-8-13
27,"Chay kunkataqmi, kornetata hap'ishaq soqta kaq angelta nimurqan: ‘Hatun Éufrates mayuq qayllanpi watasqa kashaq tawa angelkunata paskamuy,’ nispan.",REV-8-14
29,"Chay tawantin angelkunataqmi, runakunamanta kinsa kaq partinta wañuchinankupaq paskasqa karqanku. Paykunaqa chay oraspi, chay p'unchaypi, chay killapi hinallataq chay watapi wañuchinankupaq wakichisqañan kasharqanku.",REV-8-15
31,"Kaballopi kaq ejersitokunaq yupayninqa, iskay pachak wara-waranqaraqmi karqan. Chay yupaynintan ñoqaqa uyarirqani.",REV-8-16
33,"Kay hinatan kaballokunata, hinallataq chay kaballokunapi sillakuqkunatapas rikhuriypi rikurqani. Korasankuqa puka ninaman, asul safiro rumiman, hinallataq q'ello asufreman rikch'akuqmi karqan. Kaballokunaq umantaqmi, leonkunaq uman hina karqan. Siminkumantataqmi ninapiwan, q'oshñipiwan, asufrepiwan lloqsimusharqan.",REV-8-17
35,"Chay kinsantin plagakunawanmi, runakunamanta kinsa kaq partinqa wañuchisqa karqanku. Chay kinsantin ñak'arichiqkunaqa, kaballokunaq siminmanta lloqsimuq ninapiwan, q'oshñipiwan, asufrepiwan iman karqanku.",REV-8-18
37,"Kaballokunaq chupankunaqa, mach'aqwayman rikch'akuqmi karqan. Chay chupanpa umanwantaqmi, runakunata k'irirqanku. Chaymi, chay kaballokunaq atiyninkuqa, siminkupi, hinallataq chupankupi kasharqan.",REV-8-19
39,"Hinan wakin runakunaqa, chay plagakunawanpas mana wañurqankuchu. Chaywanpas paykunaqa, supaykunata, hinallataq mana rikuy atiq, mana uyariy atiq, mana puriy atiq idolokunata yupaychashasqankumantapas manapunin yuyaymanqa kutirikurqankupunichu. Chay idolokunaqa, qorimanta, qolqemanta, bronsemanta, rumimanta, hinallataq k'aspimanta makinkuwan ruwasqankun karqan.",REV-8-20
41,"Hinallataq runa wañuchiq kayninkumantapas, layqakuyninkumantapas, qhellipi puriyninkumantapas, suwakuq kayninkumantapas manapunin yuyaymanqa kutirikurqankuchu.Copyrighted Material",REV-8-21
1,"Hinan wak kallpasapa angeltapas rikurqani. Chay angelqa, phuyuwan p'istuykusqan hanaq pachamanta uraykamusharqan. K'uychitaqmi, uman patapi kasharqan. Uyanqa inti hinan karqan. Chakinkunataqmi nina sayaykuq hina karqan.",REV-9-1
3,"Makinpitaqmi, huk kicharisqa qelqa k'uyuchata hap'isharqan. Paña chakinqa, mama-qochaq patanpin sayaykurqan. Lloq'e chakintaqmi, hallp'a patapi sayaykurqan.",REV-9-2
5,"Hinan ancha kunkayoqtapuni, imaynan leonpas qaparin, chay hinataraq qaparirqan. Qapariqtintaqmi, qanchisnintin pacha t'oqyaykunaraq t'oqyarqan.",REV-9-3
7,"Qanchisnintin pacha t'oqyaykuna t'oqyaqtintaqmi, ñoqaqa qelqanaypaqña kasharqani. Ichaqa hanaq pachamantan huk kunkata uyarirqani. Chay kunkataqmi nimuwarqan: ‘Qanchisnintin pacha t'oqyaykuna t'oqyasqankunata sellowan selloy. Amataq qelqaychu,’ nispan.",REV-9-4
9,"Chay mama-qochaq patanpiwan, hallp'a patapiwan chakinkuna sarushaq rikusqay angeltaqmi, paña makinta hanaq pachaman haywarirqan.",REV-9-5
11,"Hinan wiñay-wiñaypaqpuni kawsaqpa sutinpi hurarqan. Chay kawsaqmi hanaq pachata, hinallataq imakunachus chaypi kashaqkunatapas kamarqan. Paymi hallp'a pachata, hinallataq imakunachus chaypi kashaqkunatapas kamarqan. Payllataqmi mama-qochata, hinallataq imakunachus chaypi kashaqkunatapas kamallarqantaq. Paypa sutinpin angelqa huraspa nirqan: ‘Manañan aswantapas tiempoqa kanñachu.",REV-9-6
13,"Aswanpas, qanchis kaq angelpa qaparinan p'unchaykunapin, chay qanchis kaq angelqa kornetanta tokananpaqña kashanqa. Hinan chay p'unchaykunallapi, Diospa pakasqa yachayninqa tukupapusqa kanqa. Diospa rantinpi rimaq kamachinkunaman willasqanman hinataqmi, tukupapusqa kanqa,’ nispa.",REV-9-7
15,"Hanaq pachamanta uyarisqay kunkataqmi, wakmanta ñoqata rimaykamuwarqan. Nimuwarqantaq: ‘Mama-qocha patapiwan, hallp'a patapiwan sayashaq angelpa kasqanman rispayki, kicharisqaña kashaq qelqa k'uyuchata makinmanta chaskimuy,’ nispan.",REV-9-8
17,"Hinan angelman rispay, payta nirqani: ‘Chay qelqa k'uyuchata qoway,’ nispay. Paytaqmi niwarqan: ‘Hap'ispayki, mikhurqoy. Hinan wiksaykipi hayasunki, simiykipitaqmi ichaqa, miel hina misk'i kanqa,’ nispa.",REV-9-9
19,"Hinan chay qelqa k'uyuchata angelpa makinmanta chaskispay mikhurqani. Simiypiqa miel hinaraqmi misk'illaña karqan. Millp'uruqtiytaqmi ichaqa, wiksaypi hayawarqan.",REV-9-10
21,"Hinan angelqa niwarqan: ‘Yapamantan, askha llaqtakunamanpas, suyukunamanpas, wak simi rimaypi rimaqkunamanpas, reykunamanpas profetisanaykipuni kashan,’ nispan.Copyrighted Material",REV-9-11
1,"Hinaqtinmi tupuna baraman rikch'akuq huk soqosqa qosqa kawarqan. Angeltaqmi niwarqan: ‘Sayariy, hinaspa Diospa yupaychana wasintawan, altartawan tupumuy. Hinallataq chaypi yupaychaqkunatapas yupamullaytaq.",REV-10-1
3,"Dios yupaychana wasiq hawa pationtataq ichaqa, hinallata saqerparinki. Amataq tupunkiñachu. Chay patioqa, mana-judío runakunaman qosqan karqan. Paykunan ch'uya llaqtata tawa chunka iskayniyoq killata sarunchanqaku.",REV-10-2
5,"Ñoqataqmi, iskay testigoykunata kachamusaq. Paykunan luto p'achawan p'acharukuspa, waranqa iskay pachak soqta chunkan p'unchayta profetisanqaku,’ nispa.",REV-10-3
7,"Chay testigokunan, iskaynin olibokunapas, iskaynin lámpara churanakunapas kanku. Paykunallataqmi hallp'a pachaq Diosninpa ñawpaqenpi sayashanku.",REV-10-4
9,"Ichaqa, sichus pipas paykunata k'iriyta munanqa chayqa, siminkumanta nina lloqsimuspanmi, awqankunata ruphaspa chinkarachipunqa. Hinallataq pipas paykunata k'iriyta munanqa chayqa, chay hinallatataqmi wañuchisqapuni kananku.",REV-10-5
11,"Paykunaqa profetisananku p'unchaykaman, mana parananpaq hanaq pachata wisq'anankupaq atiyniyoq kanku. Hinallataq hayk'a kutintachus munanku chaykama, unutapas yawarman tukurachinankupaq, hinallataq llapan imaymana plagakunawan hallp'a pachantinta muchuchinankupaqpas atiyniyoq kanku.",REV-10-6
13,"Willakuyta tukuruqtinku hinataqmi, chinkay-chinkay ukhu pachamanta lloqsimuq wak'a animalqa chay willakuqkunaq kontranpi awqa tinkuyta ruwanqa. Hinan paykunata atipaspa wañuchinqa.",REV-10-7
15,"Chay willaqkunaq ayankutaqmi, hatun llaqtaq plasanpi wikch'usqa kashanqaku. Chay hatun llaqtaqa, espiritual rimaypi Sodoma, hinallataq Egipto nisqa sutiyoqmi. Chay llaqtallapitaqmi, Señorninchispas chakatasqa karqan.",REV-10-8
17,"Hinan llaqtakunamanta, ayllukunamanta, wak simi rimaypi rimaqkunamanta, hinallataq suyukunamanta, runakunaqa kinsa p'unchay phasminta chay willaqkunaq ayankuta qhawanqaku. Manataqmi ayanku p'ampasqa kanantapas munanqakuchu.",REV-10-9
19,"Chay iskaynin Diospa rantinpi rimaqkunaqa, hallp'a pachapi tiyaqkunaq sinchita manchachiqninkun kasqa karqan. Chayraykun, hallp'a pachapi tiyaqkunaqa, wañuchisqa kasqankumanta anchatapuni kusikunqaku, hinallataq q'ochukunqaku. Hinan, hukkuna-hukkunawan regalokunata apachinakunqaku.",REV-10-10
21,"Kinsa p'unchay phasminmantataqmi, Diospa kachamusqan kawsay samay paykunaman haykurqan. Hinan kawsarispa sayariruqtinku qhawaqkunaqa sinchitapuni mancharikurqanku.",REV-10-11
23,Hanaq pachamanta nimuqninku huk ancha kunkayoqtataqmi uyarirqanku. Chay kunkataqmi nimurqan: ‘¡Kayman wichamuychis!’ nispa. Hinan phuyu chawpipi hanaq pachaman wicharipurqanku. Awqankunataqmi paykunata rikusharqanku.,REV-10-12
25,"Chay orasllapitaqmi, huk hatun pacha chhaphchikuy karqan. Hinan llaqtamanta chunka kaq partin thunikurqan. Chay pacha chhaphchikuyhawataqmi, qanchis waranqa runakuna wañupurqanku. Wakinkunataqmi mancharikuspa, hanaq pacha Diosta yupaycharqanku.",REV-10-13
27,"Iskay kaq ay pasaruqtinqa, qhawariy, kinsa kaq ayñataqmi usqhayllaman hamushan.",REV-10-14
29,"Qanchis kaq angelñataqmi kornetanta tokamurqan. Hinan hanaq pachapi kunkayoqkunatapuni uyarikurqan. Chay kunkakunaqa nimurqanmi: ‘Kay pacha qhapaq suyukunaqa Señorninchispañan, hinallataq Cristonpañan kapunku. Paymi wiñaymanta wiñaykama kamachikunqa,’ nispan.",REV-10-15
31,"Diospa ñawpaqenpi kamachikuq tiyanankupi tiyashaq iskay chunka tawayoq kurak runakunataqmi, pampakamaraq k'umuykukuspa Diosta yupaycharqanku.",REV-10-16
33,"Nirqankutaqmi: ‘Tukuy atiyniyoq Señor Dios, grasiastan qoykiku. Kunan kaqpas, qayna kaqpas, hamuq kaqpas qanmi kanki. Hatun atiyniyoq kayniykita hap'ispaykin, ña kamachikushankiña.",REV-10-17
35,"Suyukunapas sinchitan phiñakurqanku. Ichaqa k'arak phiñakuyniykin chayamunña. Wañusqakunata chaninchanayki tiempoqa chayamunñan. Rantiykipi rimaq kamachiykikunaman premio qopunayki tiempoqa chayamunñan. T'aqasqakunamanpas, sutiykita manchakuqkunamanpas premio qopunayki tiempoqa chayamunñan. Huch'uy kaqkunamanpas, hatun kaqkunamanpas, premio qopunayki tiempoqa chayamunñan. Hallp'a pacha chhalluqkunata wañuchipunayki tiempopas chayamullantaqmi,’ nispa.",REV-10-18
37,"Hinallataqmi, hanaq pachapi kashaq Diospa yupaychana wasinpas kicharisqa karqan. Hinan Dios yupaychana wasinpi kashaq rimanakuna arkapas sut'i rikusqapuni karqan. Hinaqtinmi hallp'a pachapi, rayo llipllikiykunapas, kunununuykunapas, pacha t'oqyaykunapas, huk pacha chhaphchikuypas, hinallataq sinchi hatuchachaq chikchipas karqan.Copyrighted Material",REV-10-19
1,"Hanaq pachapitaqmi, huk hatun señal rikhurimurqan. Hinan huk warmi, intiwan p'achasqa kasharqan. Chakinpa pachanpitaq, killapas kasharqan. Umanpitaqmi, chunka iskayniyoq ch'askakunamanta huk korona kasharqan.",REV-11-1
3,"Wiksallisqa kaspantaqmi, wachakuy nanaywan qaparisharqan. Hinallataqmi wachakunan patapiña kashaspa, sinchitapuni ñak'arisharqan.",REV-11-2
5,"Hinan wak señal hanaq pachapi rikhurimurqan. Qhawariy, huk hatun yawar-puka dragonmi, qanchis umakunayoq, hinallataq chunka waqrakunayoq kasharqan. Dragonpa qanchisnintin umankunataqmi, qorimanta pilluyoqkama kasharqan.",REV-11-3
7,"Chupantaqmi, hanaq pachapi ch'askakunamanta kinsa kaq partinta aysarikuspa, hallp'a pachaman wikch'uykamurqan. Hinan Dragonqa wachakunan patapiña kashaq warmiq ñawpaqenpi sayaykurqan. Warmi wachakuqtin hina, wawanta mikhurapunanpaqmi sayaykurqan.",REV-11-4
9,"Hinan chay warmiqa, huk qhari wawata wachakurqan. Imaynan qelqasqa kashan: ‘Llapa suyukunatan fierro barawan michinqa,’ nispa, (Sal. 2:9) chayman hinataqmi, chay wachakusqan wawaqa Diosman, hinallataq kamachikuq tiyananman hoqarisqa karqan.",REV-11-5
11,"Warmitaqmi, maypichus Diospa wakichipusqan ch'inniq cheqasman ayqekurqan. Waranqa iskay pachak soqta chunka p'unchay mikhuchisqa kananpaqmi, Diosqa chay cheqasta wakichipurqan.",REV-11-6
13,"Hinaqtinmi, hanaq pachapi huk awqa tinkuy qallarirqan. Miguelmi, angelninkunantin dragonpa kontranpi maqanaku- sharqan. Dragonpas angelninkunantin, Miguelpa kontranpi maqanakushallarqantaq.",REV-11-7
15,"Chay dragontaqmi ichaqa, mana churapakuyta atirqanchu. Manataqmi paypaqpas, angelninkunapaqpas hanaq pachapi kampoqa tarikurqanñachu.",REV-11-8
17,"Hinan hatun dragonqa hanaq pachamanta wikch'uykamusqa karqan. Ñawpa mach'aqwayqa paymi. Saqra hinallataq Satanasmi paypa sutinqa. Teqsimuyuntinta q'otuqqa payllataqmi. Payqa hallp'a pachaman wikch'uykamusqan karqan. Hinallataq angelninkunapas, paywan kuska wikch'uykamusqan kallarqankutaq.",REV-11-9
19,"Hinan huk alto kunkata hanaq pachapi uyarirqani. Chay kunkaqa nimurqanmi: ‘Diosninchispa ñawpaqenpi wawqe-pananchiskunata tuta-p'unchay yanqanmanta huchachaqqa wikch'uykapusqañan kapun. Chayraykun, Diosninchispa qespichiynin, atiynin, qhapaq suyun, hinallataq Cristonpa kamachikuyniyoq kayninpas kunan chayamun.",REV-11-10
21,"Wawqe-pananchiskunaqa, Korderoq yawarninpa chawpinta, hinallataq willakusqanku simikunaq chawpintan atiparqanku. Paykunaqa, wañunankukamaraqmi kikinkuq kawsayninkutapas pisicharqanku.",REV-11-11
23,"Chayrayku, hanaq pachakuna, hinallataq chaypi tiyaqkunapas kusikuychis. Saqraqa, pisi tiempollaña paypaq kashasqanta yachasqanraykun, sinchi k'arak phiñakuywanraq uraykamun. Chayrayku, ¡ay! hallp'a pachapi tiyaqkunamantapas, mama-qochapi kawsaqkunamantapas, ¡imaynaraq kanqa!’ nispa.",REV-11-12
25,"Dragonqa, hallp'a pachaman wikch'uykusqaña kasqanta rikukuspantaqmi, qhari wawata wachakuq warmita qatiykacharqan.",REV-11-13
27,"Warmimantaqmi huk hatun ankaq iskay raphrankunata, mach'aqwaypa qayllanmanta ch'inniqman phalananpaq qosqa karqan. Hinan chay ch'inniq cheqaspi, huk tiempota, tiempokunata, hinallataq kuskan tiempotawan mikhuchisqa karqan.",REV-11-14
29,"Mach'aqwaytaqmi, warmiq qhepanman siminmanta mayuta hinaraq unuta aqtumurqan. Chay mayuwantaqmi, warmita apachiyta munarqan.",REV-11-15
31,"Hallp'a pachataqmi, warmita yanaparqan. Hinan hallp'a pachaqa, siminta kicharispan, dragonpa siminmanta aqtumusqan mayuta millp'urapurqan.",REV-11-16
33,"Hinaqtinmi dragonqa, warmiq kontranpi sinchi k'arakta phiñakurqan. Hinan warmiq wakin mirayninkunaq kontranpi, awqa tinkuyta ruwamunanpaq ripurqan. Paykunaqa, Diospa kamachikuynin waqaychaqkuna, hinallataq Jesucristoq willakuynin willakuyniyoqmi kanku.Copyrighted Material",REV-11-17
1,"Mama-qocha aqo patapi sayaykuqtiytaqmi, huk wak'a animalta mama-qochamanta lloqsimushaqta rikurqani. Chay wak'a animalqa, chunka waqrayoq, hinallataq qanchis umayoqmi karqan. Sapanka waqrantaqmi, qorimanta pilluyoqkama karqan. Chay umankunapitaqmi ichaqa, Diosta k'arakta k'amiq huk suti kasharqan.",REV-12-1
3,"Chay rikusqay wak'a animalqa, leopardoman rikch'akuqmi karqan. Chakinkunapas ukukuq chakin hinan karqan. Simintaqmi leonpa simin hina karqan. Hinan dragonqa, atiynintawan, kamachikuq tiyanantawan, hatun kamachikuyniyoq kaynintawan ima payman qorqan.",REV-12-2
5,"Hinan huk kaq umantaqa wañunanpaq hina k'irisqata rikurqani. Chay wañunanpaq hina k'irintaqmi ichaqa, qhaliyasqa kapurqan. Hinan hallp'a pachantinpiraq, chay wak'a animalta qatikuspanku, utirayarqanku.",REV-12-3
7,"Dragontaqmi, wak'a animalman kamachikuyniyoq kayta qosqa karqan. Chayraykun runakunaqa, dragonta hatuncharqanku. Wak'a animaltapas hatunchallarqankutaq. Hinan nirqanku: ‘¿Pitaq kay wak'a animal hinari kanman? ¿Pitaq paypa kontranpi awqa tinkuy ruwaytari atinman?’ nispanku.",REV-12-4
9,"Hinan, chay wak'a animalmanqa, hatunchakuy simikunata rimananpaq, hinallataq Diosta k'arakta k'aminanpaq atiy qosqa karqan. Chaymantapas, tawa chunka iskayniyoq killantinta, imachus ruwashasqanta ruwananpaq kamachikuyniyoq kay qosqa karqan.",REV-12-5
11,"Hinan Diospa kontranpi k'arakta k'aminanpaq siminta kicharirqan. Hinallataqmi Diospa sutinpa kontranpiwan, Diospaq ruwasqa karpanpa kontranpiwan, hanaq pachapi tiyaqkunaq kontranpiwan ima k'arakta k'amirqan.",REV-12-6
13,"Hinallataqmi, t'aqasqakunaq kontranpi hinalla awqa tinkuyta ruwaspa atipananpaq qosqa karqan. Hinan llapan ayllukunapipas, llaqtakunapipas, wak simi rimaykunapipas, suyukunapipas kamachikuyniyoq kay qosqa kallarqantaq.",REV-12-7
15,"Hallp'a pachapi llapallan tiyaqkunataqmi, payta yupaycharqanku. Paykunaq sutinkun, Korderoq kawsay libronpi mana qelqasqachu kashan. Chay Korderon kay pachaq qallariyninmantapacharaq wañunanpuni karqan.",REV-12-8
17,"Sichus pipas uyariq ninriyoq kan chayqa, uyarichun.",REV-12-9
19,"Sichus pipas presota apanqa chayqa, paypas chay hina preso apasqallataqmi kanqa. Sichus pipas espadawan wañuchinqa chayqa, espadawan wañuchisqallataqmi kanan. T'aqasqakunaq pasiensiayoq kayninkupas, iñiyniyoq kayninkupas chaypunin.",REV-12-10
21,"Chaymantataqmi, hallp'a pachamanta wichamushaq wak wak'a animalta rikurqani. Chay wak wak'a animalqa, borregoq waqrankuna hina, iskay waqrakunayoqmi karqan. Huk dragón hinataqmi rimarqanpas.",REV-12-11
23,"Payqa, ñawpaq kaq wak'a animalpa ñawpaqenpipas, tukuy kamachikuyniyoq kaywan ruwaynintaqa kasqallantataqmi ruwasharqan. Chaytaqa, hallp'a pachapiwan, chaypi tiyaq runakunapiwan, wañunanpaq hina kaq k'irin qhaliyachisqa, ñawpaq kaq wak'a animalta hatunchanankupaqmi kamachikurqan.",REV-12-12
25,"Hatun señalkunata ruwaspantaqmi, hanaq pachamanta hallp'a pachaman, runakunaq ñawpaqenpi ninataraq uraykachimun.",REV-12-13
27,"Paymanmi, ñawpaq kaq wak'a animalpa ñawpaqenpi señalkunata ruwananpaq atiy qosqa karqan. Chay señalkuna ruwasqanwantaqmi, hallp'a pachapi tiyaq runakunata q'otun. Payllataqmi, ñawpaq kaq wak'a animal allinpaq qhawarisqa kananpaq, paypa rikch'ayninta hallp'a pachapi tiyaq runakuna ruwanankupaq kamachikurqan. Chay ñawpaq kaq wak'a animalqa, espadawan k'irisqa kasqanmanta kawsarirampuqmi karqan.",REV-12-14
29,"Hinan, ñawpaq kaq wak'a animalpa rikch'ayninman kawsay samay qonanpaq, chay iskay kaq wak'a animalman atiy qosqa karqan. Chay hinapin, chay ñawpaq kaq wak'a animalpa rikch'ayninqa rimayta atirqan. Hinallataq, paypa rikch'ayninta mana yupaychaqkuna wañuchisqa kanankupaq chay iskay kaq wak'a animalqa kamachikurqan.",REV-12-15
31,"Payllataqmi llapa runakuna, huch'uykunapas, hatunkunapas, qhapaqkunapas, wakchakunapas, kamachikunapas, mana kamachikunapas, paña makinpi, otaq mat'inpi huk markata churachikunankupaq kamachikurqan.",REV-12-16
33,"Manataqmi mayqenpas, rantiytapas, bendeytapas atirqankuchu. Aswanpas markasqa kaqkunallan atirqanku. Huk niypiqa, ñawpaq kaq wak'a animalpa sutin markayoq, otaq sutinpa yupaynin markayoq kaqkunallan rantiytapas, bendiytapas atirqanku.",REV-12-17
35,"Kaypin yachayqa kashan: Pipas yuyayniyoqqa, ñawpaq kaq wak'a animalpa yupayninta yupachun. Chay yupayqa huk runaq yupayninmi. Chay yupayqa soqta pachak soqta chunkan soqtayoqmi.Copyrighted Material",REV-12-18
1,"Qhawariqtiytaqmi, chayllaman, Korderoqa Sión orqo patapi sayasharqan. Korderowantaqmi, pachak tawa chunkan tawayoq waranqa runakuna kasharqanku. Paykunan Korderoq sutinwan, hinallataq Yayanpa sutinwanpas mat'inkupi qelqasqa kasharqanku.",REV-13-1
3,"Hinan, hanaq pachamanta huk kunkata, askha unukunaq phaqchayninta hina, hinallataq hatun pacha t'oqyayta hina uyarirqani. Chay uyarisqay kunkaqa, arpa tokaqkunapas arpankuta tokashankuman hinaraqmi karqan.",REV-13-2
5,"Pachak tawa chunkan tawayoq waranqa runakunaqa, kamachikuq tiyanaq ñawpaqenpi, tawantin kawsashaqkunaq ñawpaqenpi, hinallataq kurak runakunaq ñawpaqenpipas huk mosoq takitan takisharqanku. Chay takitaqa, manan pipas yachayta atirqankuchu. Aswanpas hallp'a pachantinmanta pachak tawachunkan tawayoq waranqa rantipapusqa kaqkunallan takiytaqa atirqanku.",REV-13-3
7,"Paykunaqa manan hayk'aqpas warmikunawan qhellichakurqankuchu, aswanpas mana warmi reqsiqkunan karqanku. Paykunaqa, Kordero maytaña riqtinpas, payta qatikuqkunan kanku. Paykunan Diospaqpas, Korderopaqpas, runakunapuramanta rantipapusqa aswan allin rurukunaqa karqanku.",REV-13-4
9,"Diospa kamachikuq tiyanan ñawpaqenpipas, mana ima qhelliyoqmi kanku. Chaymi paykunaq rimasqankupiqa, ima llullakuypas manapuni tarikurqanchu.",REV-13-5
11,"Hinan wak angelta, kuskan hanaq pachapi phalashaqta rikurqani. Payqa, hallp'a pachapi tiyaq runakunaman willananpaq, wiñay allin willakuyniyoqmi karqan. Hinan llapan suyukunaman, llapan ayllukunaman, llapan wak simi rimaypi rimaqkunaman, hinallataq llapan llaqtakunamanpas willasharqan.",REV-13-6
13,"Hinan ancha kunkayoqtapuni nirqan: ‘¡Diospa taripaynin orasqa chayarqamunñan! Chayrayku, Diosta manchakuychis, hinallataq hatunchaychis. Paymi hanaq pachatapas, hallp'a pachatapas, mama-qochatapas, pukyukunatapas kamarqan. Payllatapuni yupaychaychis,’ nispa.",REV-13-7
15,"Hinan iskay kaq wak angelpas qatikusharqan. Nirqantaqmi: ‘¡Hatun Babilonia llaqtaqa urmaykapunñan! ¡Arí, urmaykapunñan! Chay llaqtan, paypa qhellipi puriynin phiñakuy binota, llapa suyukunaman ukyachirqan,’ nispa.",REV-13-8
17,"Kinsa kaq wak angelpas paykunatan qatikushallarqantaq. Hinan ancha kunkayoqtapuni nillarqantaq: “¡Pillapas ñawpaq kaq wak'a animaltapas, rikch'aynintapas yupaychaq, hinallataq mat'inpi, otaq makinpi markachikuqqa kanmanmi.",REV-13-9
19,"Sichus chay hina kanman chayqa, paypas Diospa k'arak phiñakuynin qeronman hich'asqaña kashaq mana chhaqrusqa binomantaqa ukyallanqataqmi. Hinaspataqmi ch'uya angelkunaq ñawpaqenpi, hinallataq Korderoq ñawpaqenpipas asufriyoq ninapi ñak'arichisqa kanqa.",REV-13-10
21,"Ñak'arichisqa kasqanku q'oshñitaqmi, wiñaypa wiñayninpaq q'oshñimushallanpuni. Ñawpaq kaq wak'a animaltapas, hinallataq paypa rikch'aynintapas yupaychaqkunataqmi, tutantin, p'unchaynintin chay ñak'ariymanta mana samaykunkuchu. Nitaq chay ñawpaq kaq wak'a animalpa sutinwan markasqa kaqkunapas samaykullankutaqchu.",REV-13-11
23,"Chaypin t'aqasqakunaq pasiensiakuyninqa kashan. Paykunaqa, Diospa kamachikuyninkunata, hinallataq Jesuspa iñiynintan waqaycharqanku,’ nispa.",REV-13-12
25,"Hinan hanaq pachamanta, huk kunkata uyarirqani. Chay kunkataqmi nimurqan: ‘Kayta Qelqay: “Kunanmanta ñawpaqman, wañukapuspa Señorpi wañukapuqkunaqa, kusisamiyoqmi,” nispayki. Chayraykun, Santo Espiritupas nin: “Arí, paykunaqa sinchi llank'ayninkumanta samaripunqakun. Ruwasqankunapas paykunallawanpunin kashanqa,” nispan,’ nispa.",REV-13-13
27,"Qhawarillarqanitaqmi. Hinan chayllaman, huk yuraq phuyo chaypi kasharqan. Chay phuyo patapitaqmi huk runa tiyasharqan. Chay runaqa, Runaq Churinman rikch'akuqmi karqan. (Dan. 7:13) Hinan umanpiqa, qorimanta huk korona churaykusqa kasharqan. Makinpitaqmi, huk filochasqa ichhunata hap'isharqan.",REV-13-14
29,"Wak angelñataqmi, Dios yupaychana wasimanta lloqsimurqan. Hinan phuyo patapi tiyashaqman ancha kunkayoqtapuni waqyakuspa nirqan: ‘Hallp'a pacha chakra poqosqaña kashasqanraykun, ichhupuna tiempoqa chayamunña. Chayrayku ichhunaykiwan ichhupullayña,’ nispan.",REV-13-15
31,"Phuyo patapi tiyashaqtaqmi, hallp'a pachata ichhunanwan ichhurqan. Hinan hallp'a pachaqa ichhusqa kapurqan.",REV-13-16
