,index_x,Final_Tags
35,"and you will even be brought before governors and kings for My sake, as a testimony to them and to the Gentiles.",MAT-9-18
37,"``But when they hand you over, do not worry about how or what you are to say; for it will be given you in that hour what you are to say.",MAT-9-19
39,"``For it is not you who speak, but it is the Spirit of your Father who speaks in you.",MAT-9-20
41,"``Brother will betray brother to death, and a father his child; and children will rise up against parents and cause them to be put to death.",MAT-9-21
43,"``You will be hated by all because of My name, but it is the one who has endured to the end who will be saved.",MAT-9-22
45,"``But whenever they persecute you in one city, flee to the next; for truly I say to you, you will not finish going through the cities of Israel until the Son of Man comes.",MAT-9-23
47,"``A disciple is not above his teacher, nor a slave above his master.",MAT-9-24
49,"``It is enough for the disciple that he become like his teacher, and the slave like his master. If they have called the head of the house Beelzebul, how much more will they malign the members of his household!",MAT-9-25
51,"``Therefore do not fear them, for there is nothing concealed that will not be revealed, or hidden that will not be known.",MAT-9-26
53,"``What I tell you in the darkness, speak in the light; and what you hear whispered in your ear, proclaim upon the housetops.",MAT-9-27
55,``Do not fear those who kill the body but are unable to kill the soul; but rather fear Him who is able to destroy both soul and body in hell.,MAT-9-28
57,``Are not two sparrows sold for a cent? And yet not one of them will fall to the ground apart from your Father.,MAT-9-29
59,``But the very hairs of your head are all numbered.,MAT-9-30
61,``So do not fear; you are more valuable than many sparrows.,MAT-9-31
63,"``Therefore everyone who confesses Me before men, I will also confess him before My Father who is in heaven.",MAT-9-32
65,"``But whoever denies Me before men, I will also deny him before My Father who is in heaven.",MAT-9-33
67,"``Do not think that I came to bring peace on the earth; I did not come to bring peace, but a sword.",MAT-9-34
69,"``For I came to SET A MAN AGAINST HIS FATHER, AND A DAUGHTER AGAINST HER MOTHER, AND A DAUGHTER-IN-LAW AGAINST HER MOTHER-IN-LAW;",MAT-9-35
71,and A MAN'S ENEMIES WILL BE THE MEMBERS OF HIS HOUSEHOLD.,MAT-9-36
73,``He who loves father or mother more than Me is not worthy of Me; and he who loves son or daughter more than Me is not worthy of Me.,MAT-9-37
75,``And he who does not take his cross and follow after Me is not worthy of Me.,MAT-9-38
77,"``He who has found his life will lose it, and he who has lost his life for My sake will find it.",MAT-9-39
79,"``He who receives you receives Me, and he who receives Me receives Him who sent Me.",MAT-9-40
81,``He who receives a prophet in the name of a prophet shall receive a prophet's reward; and he who receives a righteous man in the name of a righteous man shall receive a righteous man's reward.,MAT-9-41
83,"``And whoever in the name of a disciple gives to one of these little ones even a cup of cold water to drink, truly I say to you, he shall not lose his reward.""Copyrighted Material",MAT-9-42
1,"When Jesus had finished giving instructions to His twelve disciples, He departed from there to teach and preach in their cities.",MAT-10-1
3,"Now when John, while imprisoned, heard of the works of Christ, he sent word by his disciples",MAT-10-2
5,"and said to Him, ``Are You the Expected One, or shall we look for someone else?""",MAT-10-3
7,"Jesus answered and said to them, ``Go and report to John what you hear and see:",MAT-10-4
9,"the BLIND RECEIVE SIGHT and the lame walk, the lepers are cleansed and the deaf hear, the dead are raised up, and the POOR HAVE THE GOSPEL PREACHED TO THEM.",MAT-10-5
11,"``And blessed is he who does not take offense at Me.""",MAT-10-6
13,"As these men were going away, Jesus began to speak to the crowds about John, ``What did you go out into the wilderness to see? A reed shaken by the wind?",MAT-10-7
15,``But what did you go out to see? A man dressed in soft clothing? Those who wear soft clothing are in kings' palaces!,MAT-10-8
17,"``But what did you go out to see? A prophet? Yes, I tell you, and one who is more than a prophet.",MAT-10-9
19,"``This is the one about whom it is written, `BEHOLD, I SEND MY MESSENGER AHEAD OF YOU, WHO WILL PREPARE YOUR WAY BEFORE YOU.'",MAT-10-10
21,"``Truly I say to you, among those born of women there has not arisen anyone greater than John the Baptist! Yet the one who is least in the kingdom of heaven is greater than he.",MAT-10-11
23,"``From the days of John the Baptist until now the kingdom of heaven suffers violence, and violent men take it by force.",MAT-10-12
25,``For all the prophets and the Law prophesied until John.,MAT-10-13
27,"``And if you are willing to accept it, John himself is Elijah who was to come.",MAT-10-14
29,"``He who has ears to hear, let him hear.",MAT-10-15
31,"``But to what shall I compare this generation? It is like children sitting in the market places, who call out to the other children,",MAT-10-16
33,"and say, `We played the flute for you, and you did not dance; we sang a dirge, and you did not mourn.'",MAT-10-17
35,"``For John came neither eating nor drinking, and they say, `He has a demon!'",MAT-10-18
37,"``The Son of Man came eating and drinking, and they say, `Behold, a gluttonous man and a drunkard, a friend of tax collectors and sinners!' Yet wisdom is vindicated by her deeds.""",MAT-10-19
39,"Then He began to denounce the cities in which most of His miracles were done, because they did not repent.",MAT-10-20
41,"``Woe to you, Chorazin! Woe to you, Bethsaida! For if the miracles had occurred in Tyre and Sidon which occurred in you, they would have repented long ago in sackcloth and ashes.",MAT-10-21
43,"``Nevertheless I say to you, it will be more tolerable for Tyre and Sidon in the day of judgment than for you.",MAT-10-22
45,"``And you, Capernaum, will not be exalted to heaven, will you? You will descend to Hades; for if the miracles had occurred in Sodom which occurred in you, it would have remained to this day.",MAT-10-23
47,"``Nevertheless I say to you that it will be more tolerable for the land of Sodom in the day of judgment, than for you.""",MAT-10-24
49,"At that time Jesus said, ``I praise You, Father, Lord of heaven and earth, that You have hidden these things from the wise and intelligent and have revealed them to infants.",MAT-10-25
51,"``Yes, Father, for this way was well-pleasing in Your sight.",MAT-10-26
53,"``All things have been handed over to Me by My Father; and no one knows the Son except the Father; nor does anyone know the Father except the Son, and anyone to whom the Son wills to reveal Him.",MAT-10-27
55,"``Come to Me, all who are weary and heavy-laden, and I will give you rest.",MAT-10-28
57,"``Take My yoke upon you and learn from Me, for I am gentle and humble in heart, and YOU WILL FIND REST FOR YOUR SOULS.",MAT-10-29
59,"``For My yoke is easy and My burden is light.""Copyrighted Material",MAT-10-30
1,"At that time Jesus went through the grainfields on the Sabbath, and His disciples became hungry and began to pick the heads of grain and eat.",MAT-11-1
3,"But when the Pharisees saw this, they said to Him, ``Look, Your disciples do what is not lawful to do on a Sabbath.""",MAT-11-2
5,"But He said to them, ``Have you not read what David did when he became hungry, he and his companions,",MAT-11-3
7,"how he entered the house of God, and they ate the consecrated bread, which was not lawful for him to eat nor for those with him, but for the priests alone?",MAT-11-4
9,"``Or have you not read in the Law, that on the Sabbath the priests in the temple break the Sabbath and are innocent?",MAT-11-5
11,``But I say to you that something greater than the temple is here.,MAT-11-6
13,"``But if you had known what this means, `I DESIRE COMPASSION, AND NOT A SACRIFICE,' you would not have condemned the innocent.",MAT-11-7
15,"``For the Son of Man is Lord of the Sabbath.""",MAT-11-8
17,"Departing from there, He went into their synagogue.",MAT-11-9
19,"And a man was there whose hand was withered. And they questioned Jesus, asking, ``Is it lawful to heal on the Sabbath?""--so that they might accuse Him.",MAT-11-10
21,"And He said to them, ``What man is there among you who has a sheep, and if it falls into a pit on the Sabbath, will he not take hold of it and lift it out?",MAT-11-11
23,"``How much more valuable then is a man than a sheep! So then, it is lawful to do good on the Sabbath.""",MAT-11-12
25,"Then He said to the man, ``Stretch out your hand!"" He stretched it out, and it was restored to normal, like the other.",MAT-11-13
27,"But the Pharisees went out and conspired against Him, as to how they might destroy Him.",MAT-11-14
29,"But Jesus, aware of this, withdrew from there. Many followed Him, and He healed them all,",MAT-11-15
31,and warned them not to tell who He was.,MAT-11-16
33,This was to fulfill what was spoken through Isaiah the prophet:,MAT-11-17
35,"``BEHOLD, MY SERVANT WHOM I HAVE CHOSEN; MY BELOVED IN WHOM MY SOUL is WELL-PLEASED; I WILL PUT MY SPIRIT UPON HIM, AND HE SHALL PROCLAIM JUSTICE TO THE GENTILES.",MAT-11-18
37,"``HE WILL NOT QUARREL, NOR CRY OUT; NOR WILL ANYONE HEAR HIS VOICE IN THE STREETS.",MAT-11-19
39,"``A BATTERED REED HE WILL NOT BREAK OFF, AND A SMOLDERING WICK HE WILL NOT PUT OUT, UNTIL HE LEADS JUSTICE TO VICTORY.",MAT-11-20
41,"``AND IN HIS NAME THE GENTILES WILL HOPE.""",MAT-11-21
43,"Then a demon-possessed man who was blind and mute was brought to Jesus, and He healed him, so that the mute man spoke and saw.",MAT-11-22
45,"All the crowds were amazed, and were saying, ``This man cannot be the Son of David, can he?""",MAT-11-23
47,"But when the Pharisees heard this, they said, ``This man casts out demons only by Beelzebul the ruler of the demons.""",MAT-11-24
49,"And knowing their thoughts Jesus said to them, ``Any kingdom divided against itself is laid waste; and any city or house divided against itself will not stand.",MAT-11-25
